,Codigo_da_oportunidade,Classificacao_da_Oportunidade,Data_de_criacao,Faixa_de_Faturamento_Agregado,Data_Real_de_Encerramento_da_Opp2,id_fechou,numero_relacionamentos,numero_relacionamentos_convertidos,intervalo_tempo,ano,Valor_corrigido2,Forma_de_Contratacao_Agregado,Concorrentes,n_solucoes,Software,Comissão sobre Parceiros,Cybersecurity,Desdobramento de metas,ESG,Equilíbrio fiscal,Skill_dev,Gestão Estratégica,Gestão da Educação,Gestão da Operação,Gestão da Receita,Gestão da Saúde,Gestão da Segurança Pública,Gestão da Segurança Viária,Gestão de Gastos,Gestão de operações projetizadas,Gestão de pessoas,Processes Excellence,Produtos digitais,S_amp_OP_S_amp_OE,Transformação Digital,Treinamentos,Roadmap,Segmentacao,Carteira_Nova,Segmento_Agregado2,Total_HH,Custo_Total,Margem_Total,ID_cliente
30,10329,2,2019-12-18,4,2019-12-27,1,10,7,0,2019,185.373.768.953.414,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,233,913129.88,302.937.794.711.173,411
31,10330,2,2019-12-18,4,2019-12-27,1,11,8,0,2019,123.114.302.678.107,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,276.5,339043.96,610.296.090.592.687,411
32,10315,0,2019-12-15,4,2019-12-31,1,1,0,0,2019,182.017.292.420.469,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,50,37522.95,70.827.638.483.965,346
33,10350,2,2020-01-02,4,2019-12-31,1,8,5,0.47,2019,169.882.806.259.104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,19,41,69826.99,501.235.785.714.286,480
34,10242,1,2019-11-25,5,2020-01-06,0,1,0,0,2020,302.726.571.907.672,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12,48,96705,548.897.959.183.673,836
35,10270,2,2019-11-29,3,2020-01-08,1,9,3,1.33,2020,787.089.086.959.947,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,152,219852.55,605.557.210.136.802,765
36,10336,2,2019-12-20,5,2020-01-08,1,2,1,3.23,2020,15.815.918.871.206,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,323,455954.88,592.897.428.571.429,655
37,10175,2,2019-11-06,0,2020-01-15,1,3,1,19.37,2020,548.286.257.976.299,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,989,2148118.45,525.581.737.670.885,292
38,10314,2,2019-12-15,3,2020-01-16,1,1,0,0,2020,152.574.192.241.467,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,13,485,636788.23,41.062.684.066.824,659
39,10342,2,2019-12-23,3,2020-01-16,1,2,1,0,2020,708.380.178.263.952,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,13,92,339343.59,323.528.939.195.197,659
40,10125,2,2019-10-25,1,2020-01-20,0,2,1,17.53,2020,596.371.346.658.114,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,75,253440,485.401.015.228.426,294
41,10223,0,2019-11-19,3,2020-01-24,0,1,0,0,2020,157.417.817.391.989,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,390,660269,407.697.690.065.037,120
42,10288,0,2019-12-03,4,2020-01-24,0,2,0,0,2020,734.310.513.398.213,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,132,204843.45,606.070.288.461.538,115
43,10335,0,2019-12-19,1,2020-01-24,1,2,1,1.9,2020,135.565.019.069.038,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,453,479105.61,50.093.165.625,547
44,10281,2,2019-12-03,4,2020-01-27,0,5,2,0.43,2020,148.336.020.234.759,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,9,217,626976,403.128.980.482.427,608
45,10341,1,2019-12-23,3,2020-01-27,1,3,1,0.17,2020,564.854.245.919.173,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,735,1272794.29,6.818.014.275,701
46,10357,2,2020-01-06,5,2020-01-27,1,12,4,2.93,2020,143.397.547.216.539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,207,665020.66,438.429.935.358.454,819
47,10061,0,2019-10-15,1,2020-01-29,0,1,0,0,2020,188.295.927.726.572,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,206,483628,637.300.671.284.891,211
48,10130,2,2019-10-28,5,2020-01-29,0,14,7,0,2020,883.961.589.970.402,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,126,222624,644.356.404.009.745,163
49,10201,2,2019-11-12,5,2020-01-29,1,15,7,0,2020,545.452.737.263.243,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4,1212,1478237.99,617.295.413.190.335,163
50,10304,0,2019-12-10,0,2020-01-31,1,1,0,0,2020,881.172.618.499.668,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,151,268521.63,569.676.875,778
51,10331,2,2019-12-18,1,2020-01-31,1,2,1,8.17,2020,533.815.927.839.112,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,19,63,189874.75,569.288.744.215.588,221
52,10113,1,2019-10-23,3,2020-02-03,0,2,0,4.37,2020,115.957.079.376.959,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,14,256,406282,506.460.755.028.237,333
53,10272,0,2019-11-29,4,2020-02-04,0,1,0,0,2020,350.153.135.753.983,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,670,941495.44,621.250.526.993.322,394
54,10334,2,2019-12-19,3,2020-02-05,1,3,1,3.73,2020,11.973.216.355.852,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,233,333504.88,607.641.317.647.059,340
55,10356,2,2020-01-06,2,2020-02-06,1,6,1,1.4,2020,25.355.046.940.624,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,43,62946.42,650.297.666.666.667,611
56,10359,2,2020-01-06,1,2020-02-07,0,3,2,14.47,2020,345.455.465.643.856,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,10,73,143125.94,416.396.093.702.216,78
57,10106,1,2019-10-23,4,2020-02-10,0,3,0,0.57,2020,105.646.027.308.752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,142,282733.61,623.021.853.333.333,115
58,10492,2,2020-02-06,4,2020-02-11,1,4,3,4.57,2020,531.469.947.144.394,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,14,1800,1995137.85,471.206.506.758.548,337
59,10379,2,2020-01-10,5,2020-02-17,1,4,1,6.5,2020,229.399.265.913.869,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,224.5,1073892.57,43.454.916.599.532,505
60,10395,2,2020-01-14,5,2020-02-17,1,5,2,0,2020,82.195.030.760.987,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,625,3077901.91,547.690.980.641.775,505
61,10513,2,2020-02-10,5,2020-02-17,1,6,3,0,2020,227.058.639.653.716,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,387,1069040.76,431.301.257.805.133,505
62,10137,2,2019-10-29,5,2020-02-18,1,12,4,1.37,2020,724.731.746.105.992,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,148,328137.95,362.219.727.891.156,144
63,10083,0,2019-10-17,3,2020-02-19,0,1,0,0,2020,72.543.605.249.572,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12,115,190873.77,62.937.132.038.835,830
64,10102,2,2019-10-23,4,2020-02-19,1,8,5,3.43,2020,105.657.427.339.118,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,127,302827.48,596.273.596.820.098,125
65,10354,2,2020-01-06,4,2020-02-19,1,4,2,0.23,2020,411.768.420.412.554,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,508,768401.45,737.138.461.301.631,518
66,10445,2,2020-01-24,4,2020-02-19,1,5,3,0,2020,301.971.560.877.497,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,954,1425211.89,335.178.127.113.703,518
67,10222,1,2019-11-19,1,2020-02-20,1,2,0,0.73,2020,301.971.560.877.497,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,10,432,1226806.66,427.728.671.720.117,280
68,10333,2,2019-12-19,3,2020-02-20,0,4,2,0.5,2020,732.479.116.393.003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,10,84,182586.03,648.873.019.230.769,340
69,10441,1,2020-01-24,4,2020-02-20,1,4,2,4.53,2020,340.623.920.669.816,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,643,929492.43,615.618.373.550.028,574
70,10073,1,2019-10-16,1,2020-02-27,0,1,0,0,2020,225.378.190.867.272,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,357,527968.35,67.001.978.125,203
71,10078,2,2019-10-17,4,2020-02-27,0,9,1,3.7,2020,760.968.333.411.291,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,153,197431,634.539.312.323.569,201
72,10296,2,2019-12-09,5,2020-02-27,0,7,4,0.33,2020,124.863.911.747.977,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,170,347878,663.475.983.783.141,505
73,10337,1,2019-12-20,5,2020-02-27,0,3,0,1.17,2020,193.261.798.961.598,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,12,395,489569.63,64.317.082.361.516,836
74,10340,1,2019-12-20,5,2020-02-27,0,4,0,0,2020,139.452.761.797.091,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12,523,634545,359.045.454.545.455,836
75,10355,0,2020-01-06,4,2020-02-27,0,7,1,5.57,2020,724.731.746.105.992,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,188,225191,562.310.981.535.471,39
76,10599,2,2020-02-26,5,2020-02-27,1,28,20,2.77,2020,170.741.566.819.365,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,238,589359.06,583.066.552.379.067,514
77,10248,2,2019-11-26,4,2020-03-04,1,8,3,1.87,2020,809.386.509.753.033,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,158,224493.79,609.576.017.391.304,261
78,10323,0,2019-12-16,1,2020-03-04,1,2,0,19.53,2020,591.204.057.618.505,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,111,181207.93,568.552.547.619.048,303
79,10378,2,2020-01-10,4,2020-03-04,1,9,4,0,2020,401.174.185.404.105,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,82,109974.26,614.125.403.508.772,261
80,10170,1,2019-11-05,3,2020-03-05,1,4,2,6.27,2020,482.816.645.445.724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,10,30,36171.33,444.969.617.922.357,285
81,10320,0,2019-12-16,4,2020-03-09,0,1,0,0,2020,167.122.407.133.322,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,20,808,543097.34,542.563.191.612.298,478
82,10361,0,2020-01-07,1,2020-03-10,0,1,0,0,2020,597.485.598.739.083,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,206,260010.87,387.435.003.092.146,660
83,10326,1,2019-12-17,4,2020-03-11,0,3,1,17.87,2020,958.595.151.946.624,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2043,3315244,513.180.029.368.576,231
84,10477,1,2020-02-03,5,2020-03-11,1,10,4,4,2020,182.165.996.101.703,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1306,3968826.46,693.321.796.299.039,66
85,10391,1,2020-01-14,4,2020-03-12,0,4,2,03.03,2020,50.695.747.771.801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,10,119,136022.03,622.318.395.113.147,567
86,10079,1,2019-10-17,4,2020-03-17,0,7,0,1.2,2020,971.263.802.047.307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,170,368300,466.231.884.057.971,487
87,10332,1,2019-12-19,5,2020-03-17,0,4,2,8.77,2020,872.729.796.467.695,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,21,189,284687.21,540.827.080.645.161,234
88,10407,0,2020-01-17,4,2020-03-17,0,1,0,0,2020,434.957.324.761.755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,770,1157164,625.513.268.608.414,803
89,10377,0,2020-01-10,1,2020-03-18,0,1,0,0,2020,555.239.142.262.583,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,16,253,385582,42.450.447.761.194,657
90,10435,0,2020-01-22,1,2020-03-18,0,1,0,0,2020,682.700.322.577.026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,1,129,256167,471.820.618.556.701,638
91,10748,0,2020-03-16,2,2020-03-19,0,2,1,1.87,2020,972.251.500.058.895,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,184,232289,663.691.238.010.741,307
92,10126,0,2019-10-25,5,2020-03-27,0,1,0,0,2020,276.352.177.436.996,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,481,1038702.48,470.926.168.603.106,368
93,10496,0,2020-02-06,5,2020-03-27,0,1,0,0,2020,265.549.154.995.148,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,379,606893.19,67.829.668.219.972,471
94,10636,1,2020-03-03,2,2020-03-27,1,2,0,3.53,2020,171.730.698.887.443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,21,28,49108.43,597.471.885.245.902,183
95,10247,0,2019-11-26,0,2020-03-30,0,1,0,0,2020,38.597.178.597.062,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,63,125861.75,540.985.594.456.601,376
96,10776,2,2020-03-26,2,2020-03-30,1,6,5,3.97,2020,717.890.655.188.661,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,16,35413.8,305.611.764.705.882,56
97,10569,1,2020-02-20,4,2020-03-31,0,8,5,3.9,2020,108.387.409.758.698,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,242,290301.11,622.985.571.428.571,384
98,10389,2,2020-01-13,5,2020-04-01,1,4,1,2.63,2020,71.436.905.349.115,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,9,209,231679.67,542.067.164.105.351,286
99,10433,0,2020-01-22,4,2020-04-01,0,2,0,16.3,2020,111.548.461.327.742,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,262,316991.98,598.744.329.113.924,19
100,10372,2,2020-01-10,4,2020-04-06,1,9,6,1.57,2020,181.619.250.887.581,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,15,490,788437.12,387.026.534.499.514,125
101,10476,1,2020-02-03,1,2020-04-07,0,2,0,8.17,2020,119.868.705.585.803,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,9,351,344364.44,594.352.339.723.768,232
102,10479,0,2020-02-03,4,2020-04-08,1,1,0,0,2020,374.887.549.629.936,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,1,830,1249278.25,529.462.052.730.697,821
103,10600,0,2020-02-26,3,2020-04-09,0,1,0,0,2020,338.881.398.743.227,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,13,82,84699.88,647.083.833.333.333,331
104,10818,0,2020-04-08,4,2020-04-09,1,2,0,16.77,2020,635.402.625.670.538,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,126,289855.36,355.876.977.777.778,32
105,10720,1,2020-03-10,0,2020-04-13,0,4,1,2.47,2020,423.778.252.071.021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,17,65,117945,60.701.374.427.322,323
106,10277,0,2019-12-02,0,2020-04-14,0,1,0,0,2020,312.053.293.155.267,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,13,13,160044.33,275.817.511.312.217,174
107,10643,1,2020-03-03,4,2020-04-14,0,5,0,10.43,2020,254.161.050.268.215,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,393,743687.27,586.840.405.555.555,739
