"","Codigo_da_oportunidade","Classificacao_da_Oportunidade","Data_de_criacao","Faixa_de_Faturamento_Agregado","Data_Real_de_Encerramento_da_Opp2","id_fechou","numero_relacionamentos","numero_relacionamentos_convertidos","intervalo_tempo","ano","Valor_corrigido2","Forma_de_Contratacao_Agregado","Concorrentes","n_solucoes","Software","Comissão sobre Parceiros","Cybersecurity","Desdobramento de metas","ESG","Equilíbrio fiscal","Skill_dev","Gestão Estratégica","Gestão da Educação","Gestão da Operação","Gestão da Receita","Gestão da Saúde","Gestão da Segurança Pública","Gestão da Segurança Viária","Gestão de Gastos","Gestão de operações projetizadas","Gestão de pessoas","Processes Excellence","Produtos digitais","S_amp_OP_S_amp_OE","Transformação Digital","Treinamentos","Roadmap","Segmentacao","Carteira_Nova","Segmento_Agregado2","Total_HH","Custo_Total","Margem_Total","ID_cliente"
"31",10330,"Renovação",2019-12-18,"De 1 a 5 bilhões",2019-12-27,"1",11,8,0,2019,1231143.02678107,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Serviços","Servicos Especializados",276.5,339043.96,0.610296090592687,411
"32",10315,"Novo",2019-12-15,"De 1 a 5 bilhões",2019-12-31,"1",1,0,0,2019,182017.292420469,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Serviços","Serviços Financeiros",50,37522.95,0.70827638483965,346
"33",10350,"Renovação",2020-01-02,"De 1 a 5 bilhões",2019-12-31,"1",8,5,0.47,2019,169882.806259104,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Internacional & Outros","Demais Comercios",41,69826.99,0.501235785714286,480
"34",10242,"Recuperação",2019-11-25,"Acima de 5 bilhões",2020-01-06,"0",1,0,0,2020,302726.571907672,"RFP",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Serviços","Transporte e Logística",48,96705,0.548897959183673,836
"35",10270,"Renovação",2019-11-29,"De 501 a 1 bilhão",2020-01-08,"1",9,3,1.33,2020,787089.086959947,"Sem Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Serviços","Serviços Financeiros",152,219852.55,0.605557210136802,765
"36",10336,"Renovação",2019-12-20,"Acima de 5 bilhões",2020-01-08,"1",2,1,3.23,2020,1581591.8871206,"Sem Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Bens Duráveis","Ind. Farmacêutica",323,455954.88,0.592897428571429,655
"37",10175,"Renovação",2019-11-06,"De 15,1 a 60 milhões",2020-01-15,"1",3,1,19.37,2020,5482862.57976299,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Internacional & Outros","Demais Ind.",989,2148118.45,0.525581737670885,292
"38",10314,"Renovação",2019-12-15,"De 501 a 1 bilhão",2020-01-16,"1",1,0,0,2020,1525741.92241467,"Sem Concorrência",0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Ensino/Educação",485,636788.23,0.41062684066824,659
"39",10342,"Renovação",2019-12-23,"De 501 a 1 bilhão",2020-01-16,"1",2,1,0,2020,708380.178263952,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"Saúde, Educação e Serviços Públicos","Ensino/Educação",92,339343.59,0.323528939195197,659
"40",10125,"Renovação",2019-10-25,"De 60,1 a 300 milhoes",2020-01-20,"0",2,1,17.53,2020,596371.346658114,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Internacional & Outros","Demais Ind.",75,253440,0.485401015228426,294
"41",10223,"Novo",2019-11-19,"De 501 a 1 bilhão",2020-01-24,"0",1,0,0,2020,1574178.17391989,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Serviços","Serviços Financeiros",390,660269,0.407697690065037,120
"42",10288,"Novo",2019-12-03,"De 1 a 5 bilhões",2020-01-24,"0",2,0,0,2020,734310.513398213,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Serviços","Serviços Financeiros",132,204843.45,0.606070288461538,115
"43",10335,"Novo",2019-12-19,"De 60,1 a 300 milhoes",2020-01-24,"1",2,1,1.9,2020,1355650.19069038,"Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Infraestrutura e Indústria de Base","Químico Petroquímico e Embalagens",453,479105.61,0.50093165625,547
"44",10281,"Renovação",2019-12-03,"De 1 a 5 bilhões",2020-01-27,"0",5,2,0.43,2020,1483360.20234759,"RFP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Serviços","Energia",217,626976,0.403128980482427,608
"45",10341,"Recuperação",2019-12-23,"De 501 a 1 bilhão",2020-01-27,"1",3,1,0.17,2020,5648542.45919173,"Concorrência",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Bens Duráveis","Demais Ind.",735,1272794.29,0.6818014275,701
"46",10357,"Renovação",2020-01-06,"Acima de 5 bilhões",2020-01-27,"1",12,4,2.93,2020,1433975.47216539,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Internacional & Outros","Siderurgia e Mineração",207,665020.66,0.438429935358454,819
"47",10061,"Novo",2019-10-15,"De 60,1 a 300 milhoes",2020-01-29,"0",1,0,0,2020,1882959.27726572,"Sem Concorrência",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Infraestrutura e Indústria de Base","Incorporação e Construção",206,483628,0.637300671284891,211
"48",10130,"Renovação",2019-10-28,"Acima de 5 bilhões",2020-01-29,"0",14,7,0,2020,883961.589970402,"Concorrência",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Infraestrutura e Indústria de Base","Siderurgia e Mineração",126,222624,0.644356404009745,163
"49",10201,"Renovação",2019-11-12,"Acima de 5 bilhões",2020-01-29,"1",15,7,0,2020,5454527.37263243,"Concorrência",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Infraestrutura e Indústria de Base","Siderurgia e Mineração",1212,1478237.99,0.617295413190335,163
"50",10304,"Novo",2019-12-10,"De 15,1 a 60 milhões",2020-01-31,"1",1,0,0,2020,881172.618499668,"Sem Concorrência",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Serviços","Telecomunicacoes e Midia",151,268521.63,0.569676875,778
"51",10331,"Renovação",2019-12-18,"De 60,1 a 300 milhoes",2020-01-31,"1",2,1,8.17,2020,533815.927839112,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Internacional & Outros","Demais Comercios",63,189874.75,0.569288744215588,221
"52",10113,"Recuperação",2019-10-23,"De 501 a 1 bilhão",2020-02-03,"0",2,0,4.37,2020,1159570.79376959,"Publico",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,"Saúde, Educação e Serviços Públicos","Associações Fed. Fundações e Entidades De Classe",256,406282,0.506460755028237,333
"53",10272,"Novo",2019-11-29,"De 1 a 5 bilhões",2020-02-04,"0",1,0,0,2020,3501531.35753983,"Sem Concorrência",0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Infraestrutura e Indústria de Base","Petróleo e Gás",670,941495.44,0.621250526993322,394
"54",10334,"Renovação",2019-12-19,"De 501 a 1 bilhão",2020-02-05,"1",3,1,3.73,2020,1197321.6355852,"Sem Concorrência",0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Infraestrutura e Indústria de Base","Incorporação e Construção",233,333504.88,0.607641317647059,340
"55",10356,"Renovação",2020-01-06,"De 301 a 500 milhões",2020-02-06,"1",6,1,1.4,2020,253550.46940624,"Sem Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Bens Duráveis","Ind. Farmacêutica",43,62946.42,0.650297666666667,611
"56",10359,"Renovação",2020-01-06,"De 60,1 a 300 milhoes",2020-02-07,"0",3,2,14.47,2020,345455.465643856,"Sem Concorrência",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"Infraestrutura e Indústria de Base","Incorporação e Construção",73,143125.94,0.416396093702216,78
"57",10106,"Recuperação",2019-10-23,"De 1 a 5 bilhões",2020-02-10,"0",3,0,0.57,2020,1056460.27308752,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"Serviços","Serviços Financeiros",142,282733.61,0.623021853333333,115
"58",10492,"Renovação",2020-02-06,"De 1 a 5 bilhões",2020-02-11,"1",4,3,4.57,2020,5314699.47144394,"Sem Concorrência",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Saúde, Educação e Serviços Públicos","Associações Fed. Fundações e Entidades De Classe",1800,1995137.85,0.471206506758548,337
"59",10379,"Renovação",2020-01-10,"Acima de 5 bilhões",2020-02-17,"1",4,1,6.5,2020,2293992.65913869,"RFP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Internacional & Outros","Ind de Alimentos e Bebidas",224.5,1073892.57,0.43454916599532,505
"60",10395,"Renovação",2020-01-14,"Acima de 5 bilhões",2020-02-17,"1",5,2,0,2020,8219503.0760987,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Internacional & Outros","Ind de Alimentos e Bebidas",625,3077901.91,0.547690980641775,505
"61",10513,"Renovação",2020-02-10,"Acima de 5 bilhões",2020-02-17,"1",6,3,0,2020,2270586.39653716,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Internacional & Outros","Ind de Alimentos e Bebidas",387,1069040.76,0.431301257805133,505
"62",10137,"Renovação",2019-10-29,"Acima de 5 bilhões",2020-02-18,"1",12,4,1.37,2020,724731.746105992,"Sem Concorrência",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Serviços","Ind de Alimentos e Bebidas",148,328137.95,0.362219727891156,144
"63",10083,"Novo",2019-10-17,"De 501 a 1 bilhão",2020-02-19,"0",1,0,0,2020,725436.05249572,"Concorrência",0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Serviços","Transporte e Logística",115,190873.77,0.62937132038835,830
"64",10102,"Renovação",2019-10-23,"De 1 a 5 bilhões",2020-02-19,"1",8,5,3.43,2020,1056574.27339118,"Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Infraestrutura e Indústria de Base","Saneamento e Infra",127,302827.48,0.596273596820098,125
"65",10354,"Renovação",2020-01-06,"De 1 a 5 bilhões",2020-02-19,"1",4,2,0.23,2020,4117684.20412554,"Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Bens Duráveis","Ind. Farmacêutica",508,768401.45,0.737138461301631,518
"66",10445,"Renovação",2020-01-24,"De 1 a 5 bilhões",2020-02-19,"1",5,3,0,2020,3019715.60877497,"Concorrência",0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Bens Duráveis","Ind. Farmacêutica",954,1425211.89,0.335178127113703,518
"67",10222,"Recuperação",2019-11-19,"De 60,1 a 300 milhoes",2020-02-20,"1",2,0,0.73,2020,3019715.60877497,"Sem Concorrência",0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Infraestrutura e Indústria de Base","Incorporação e Construção",432,1226806.66,0.427728671720117,280
"68",10333,"Renovação",2019-12-19,"De 501 a 1 bilhão",2020-02-20,"0",4,2,0.5,2020,732479.116393003,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Infraestrutura e Indústria de Base","Incorporação e Construção",84,182586.03,0.648873019230769,340
"69",10441,"Recuperação",2020-01-24,"De 1 a 5 bilhões",2020-02-20,"1",4,2,4.53,2020,3406239.20669816,"Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Infraestrutura e Indústria de Base","Siderurgia e Mineração",643,929492.43,0.615618373550028,574
"70",10073,"Recuperação",2019-10-16,"De 60,1 a 300 milhoes",2020-02-27,"0",1,0,0,2020,2253781.90867272,"RFP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Infraestrutura e Indústria de Base","Petróleo e Gás",357,527968.35,0.67001978125,203
"71",10078,"Renovação",2019-10-17,"De 1 a 5 bilhões",2020-02-27,"0",9,1,3.7,2020,760968.333411291,"Sem Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Infraestrutura e Indústria de Base","Petróleo e Gás",153,197431,0.634539312323569,201
"72",10296,"Renovação",2019-12-09,"Acima de 5 bilhões",2020-02-27,"0",7,4,0.33,2020,1248639.11747977,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Internacional & Outros","Ind de Alimentos e Bebidas",170,347878,0.663475983783141,505
"73",10337,"Recuperação",2019-12-20,"Acima de 5 bilhões",2020-02-27,"0",3,0,1.17,2020,1932617.98961598,"RFP",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"Serviços","Transporte e Logística",395,489569.63,0.64317082361516,836
"74",10340,"Recuperação",2019-12-20,"Acima de 5 bilhões",2020-02-27,"0",4,0,0,2020,1394527.61797091,"RFP",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Serviços","Transporte e Logística",523,634545,0.359045454545455,836
"75",10355,"Novo",2020-01-06,"De 1 a 5 bilhões",2020-02-27,"0",7,1,5.57,2020,724731.746105992,"Concorrência",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Serviços","Servicos Especializados",188,225191,0.562310981535471,39
"76",10599,"Renovação",2020-02-26,"Acima de 5 bilhões",2020-02-27,"1",28,20,2.77,2020,1707415.66819365,"Sem Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Internacional & Outros","Servicos Especializados",238,589359.06,0.583066552379067,514
"77",10248,"Renovação",2019-11-26,"De 1 a 5 bilhões",2020-03-04,"1",8,3,1.87,2020,809386.509753033,"Sem Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bens Duráveis","Demais Ind.",158,224493.79,0.609576017391304,261
"78",10323,"Novo",2019-12-16,"De 60,1 a 300 milhoes",2020-03-04,"1",2,0,19.53,2020,591204.057618505,"Sem Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bens Duráveis","Demais Comercios",111,181207.93,0.568552547619048,303
"79",10378,"Renovação",2020-01-10,"De 1 a 5 bilhões",2020-03-04,"1",9,4,0,2020,401174.185404105,"Sem Concorrência",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bens Duráveis","Demais Ind.",82,109974.26,0.614125403508772,261
"80",10170,"Recuperação",2019-11-05,"De 501 a 1 bilhão",2020-03-05,"1",4,2,6.27,2020,48281.6645445724,"Sem Concorrência",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Infraestrutura e Indústria de Base","Incorporação e Construção",30,36171.33,0.444969617922357,285
"81",10320,"Novo",2019-12-16,"De 1 a 5 bilhões",2020-03-09,"0",1,0,0,2020,1671224.07133322,"Concorrência",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,"Bens Duráveis","Demais Ind.",808,543097.34,0.542563191612298,478
